------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
30          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -3.289348368362970e-01  2.000195662801704e+01  4.500000000000000e+00        1
 3.448272113498328e+00 -1.979640741433242e-02 -6.251226750966565e-02 -1.186087098618581e+00  1.757197187020640e+01  4.512419328723169e+00        2
 6.896544226996655e+00 -1.427560281666088e-01 -5.210344241796053e-01 -1.388007812410043e+00  1.532221287618917e+01  4.528130349179113e+00        3
 1.034481634049498e+01 -1.868509633301084e-01 -7.913482336415778e-01 -1.476930379991881e-01  1.328519927412978e+01  4.547125194331391e+00        4
 1.379308845399331e+01 -1.605334360179701e-01 -7.895089720401172e-01  4.157289392864672e-01  1.149345069219266e+01  4.570681783895482e+00        5
 1.724136056749164e+01 -1.368111893142658e-01 -7.863100221122518e-01  2.095658992787053e-01  9.870165128569358e+00  4.598869863861749e+00        6
 2.068963268098996e+01 -1.353085890466691e-01 -9.247341782596835e-01  1.564515249249521e-01  8.324536373054999e+00  4.631562856619083e+00        7
 2.413790479448829e+01 -1.179795488450407e-01 -9.617837902385640e-01  2.670158797596052e-01  6.993388655050036e+00  4.682813305379885e+00        8
 2.758617690798662e+01 -1.031686971729339e-01 -9.787991918443880e-01  2.025309736257687e-01  6.016949268503332e+00  4.731684385061940e+00        9
 3.103444902148495e+01 -9.360147213417506e-02 -9.822487991778464e-01  1.528248376741864e-01  5.443451706017083e+00  4.740292901669209e+00       10
 3.448272113498327e+01 -8.477359004237202e-02 -9.602150152232076e-01  1.545073085217840e-01  5.045336640690327e+00  4.664448829276454e+00       11
 3.793099324848160e+01 -7.500385108412022e-02 -9.086456264250090e-01  1.752105480333996e-01  4.718763181530241e+00  4.528212947234447e+00       12
 4.137926536197993e+01 -6.368398413187190e-02 -8.330746171336277e-01  1.900254155791471e-01  4.371446008839103e+00  4.352474961313897e+00       13
 4.482753747547826e+01 -5.213102709260604e-02 -7.594050167860290e-01  1.994199804864343e-01  3.927033860125797e+00  4.081017374956494e+00       14
 4.827580958897658e+01 -3.968036728462987e-02 -6.644363396910148e-01  1.962412125889234e-01  3.417664507697291e+00  3.842576950174718e+00       15
 5.172408170247492e+01 -2.851002800357070e-02 -5.663478466883108e-01  1.670253193260553e-01  2.881844691595501e+00  3.609791446046626e+00       16
 5.517235381597324e+01 -1.957599170811199e-02 -4.764162947376461e-01  1.270508064817079e-01  2.352965481080290e+00  3.381567357468673e+00       17
 5.862062592947156e+01 -1.321726481311678e-02 -4.058992465942435e-01  8.811567161757293e-02  1.865058886404103e+00  3.156998643192636e+00       18
 6.206889804296989e+01 -8.969741264930300e-03 -3.595449197383888e-01  6.368148254098718e-02  1.429089135578767e+00  2.935179261970291e+00       19
 6.551717015646821e+01 -5.552091669564774e-03 -3.171947192020030e-01  5.292264964201290e-02  1.002787622621961e+00  2.715203172553419e+00       20
 6.896544226996656e+01 -2.599580232675450e-03 -2.766734997595781e-01  4.698501453929471e-02  5.383261973211434e-01  2.496164333693796e+00       21
 7.241371438346486e+01  1.033719127934810e-04 -2.384002834493474e-01  4.717532301965988e-02 -2.484382093165575e-02  2.277156704143202e+00       22
 7.586198649696320e+01  3.078790279646495e-03 -2.036023683097322e-01  4.529892989892099e-02 -8.663369039689610e-01  2.057274242653413e+00       23
 7.931025861046153e+01  5.555885930272002e-03 -1.746144129920677e-01  3.158216054476345e-02 -1.822423768189107e+00  1.835610907976208e+00       24
 8.275853072395985e+01  6.880252757379585e-03 -1.501947575815376e-01  9.946453635325305e-03 -2.622821559555601e+00  1.612362568695671e+00       25
 8.620680283745818e+01  6.753114725066389e-03 -1.286926385750025e-01 -7.206975249118397e-03 -3.003826921818953e+00  1.389369477211108e+00       26
 8.965507495095652e+01  6.012767859892513e-03 -1.091267699290674e-01 -1.301142824746923e-02 -3.153747037446131e+00  1.166665660257851e+00       27
 9.310334706445485e+01  5.186962901033692e-03 -9.078786105638845e-02 -1.438379376775267e-02 -3.269912429704706e+00  9.442221221773082e-01       28
 9.655161917795316e+01  4.281427965883659e-03 -7.325254243677030e-02 -1.550869909845604e-02 -3.344989579247662e+00  7.220098673108885e-01       29
 9.999989129145149e+01  3.320221077489608e-03 -5.635676913559268e-02 -1.597121597263429e-02 -3.371644966727985e+00  4.999998999999998e-01       30
