------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
30          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.845488323245023e-01  2.000195662801704e+01  4.500000000000000e+00        1
 3.442282158119212e+00  1.108751918121434e-02 -1.035075145419118e-02  8.266179904091567e-02  1.869281515590605e+01  4.516534551546473e+00        2
 6.884564316238425e+00  9.932499032353923e-03 -1.363007953027075e-01  1.689357706853794e-02  1.723775189586749e+01  4.592554552493484e+00        3
 1.032684647435764e+01  1.311742290471547e-02 -3.391289680356246e-01  1.643235864964751e-01  1.565295516552572e+01  4.720268647024349e+00        4
 1.376912863247685e+01  2.967731721336922e-02 -5.818143902367762e-01  6.337180067420648e-01  1.395461328250509e+01  4.750000000000000e+00        5
 1.721141079059607e+01  8.926235816627548e-02 -7.276104617170055e-01  1.272119487757887e+00  1.179009052949377e+01  4.750000000000000e+00        6
 2.065369294871527e+01  1.825204929082783e-01 -7.397157874497017e-01  1.401723496361829e+00  9.030646264023996e+00  4.750000000000000e+00        7
 2.409597510683449e+01  2.576742905672226e-01 -7.441639058977190e-01  9.222641748750623e-01  6.514452703039312e+00  4.750000000000000e+00        8
 2.753825726495370e+01  2.933334166448067e-01 -7.460431541901614e-01  2.025620585585913e-01  5.092767547617353e+00  4.750000000000000e+00        9
 3.098053942307291e+01  2.820137554802602e-01 -7.483290572805352e-01 -3.852016340873155e-01  5.007781203147269e+00  4.750000000000000e+00       10
 3.442282158119213e+01  2.470485860773456e-01 -7.692592360725955e-01 -6.887732059223818e-01  5.011682596238479e+00  4.750000000000000e+00       11
 3.786510373931133e+01  1.992539210666094e-01 -7.701827784028554e-01 -8.629832560960140e-01  5.016386430611917e+00  4.700000000000000e+00       12
 4.130738589743055e+01  1.433578929148601e-01 -7.686369291416089e-01 -9.881614886351688e-01  5.019645870677343e+00  4.640000000000000e+00       13
 4.474966805554975e+01  8.052398795402406e-02 -6.913935973843578e-01 -1.309337244441654e+00  4.955933183905627e+00  4.480000000000000e+00       14
 4.819195021366897e+01 -1.395617093080401e-02 -6.465003386888774e-01 -1.766508683296342e+00  4.598859000048244e+00  4.308154931839570e+00       15
 5.163423237178818e+01 -1.317030919773861e-01 -5.765497058781178e-01 -2.101833510057655e+00  4.062682788269900e+00  4.071095673436996e+00       16
 5.507651452990739e+01 -2.664523036936777e-01 -5.119138825059666e-01 -2.389241321637595e+00  3.502062737293423e+00  3.830786554698718e+00       17
 5.851879668802660e+01 -4.187071075799482e-01 -4.601727118400938e-01 -2.820341091250009e+00  3.056263371539652e+00  3.593777870237168e+00       18
 6.196107884614582e+01 -6.052028977063619e-01 -4.144254967455955e-01 -3.346174467860553e+00  2.683718655202754e+00  3.353572396827501e+00       19
 6.540336100426502e+01 -8.205492704308603e-01 -3.776868918738919e-01 -3.737990373398113e+00  2.313326944439679e+00  3.109726809552745e+00       20
 6.884564316238423e+01 -1.054034970693518e+00 -3.487842377494215e-01 -3.984163158746831e+00  1.889934789247136e+00  2.863949052774271e+00       21
 7.228792532050346e+01 -1.298893889354535e+00 -3.257402877863188e-01 -4.270451222271362e+00  1.350028708204907e+00  2.617804574163026e+00       22
 7.573020747862267e+01 -1.566690232322394e+00 -3.063781669937840e-01 -4.649817851180944e+00  5.536320221223768e-01  2.372555490428877e+00       23
 7.917248963674189e+01 -1.856995079851494e+00 -2.855827619474679e-01 -4.980477821797220e+00 -4.094343828779023e-01  2.125366078442611e+00       24
 8.261477179486110e+01 -2.164382688272364e+00 -2.613982907628069e-01 -5.270114392633270e+00 -1.378770006800686e+00  1.873608174226736e+00       25
 8.605705395298030e+01 -2.489350592116053e+00 -2.353469754522738e-01 -5.570807024496790e+00 -2.196615098977884e+00  1.613397704590236e+00       26
 8.949933611109951e+01 -2.832707313259266e+00 -2.104139690847000e-01 -5.906279380215318e+00 -2.896995911582864e+00  1.345514466000822e+00       27
 9.294161826921871e+01 -3.197782941521690e+00 -1.892683691540286e-01 -6.272098352545734e+00 -3.548985000848492e+00  1.070504482493432e+00       28
 9.638390042733793e+01 -3.584847777867371e+00 -1.655249835155785e-01 -6.598586686317326e+00 -4.145342284037413e+00  7.881317167515849e-01       29
 9.982618258545716e+01 -3.988906450229939e+00 -1.355467932246986e-01 -6.740979143418890e+00 -4.678827678412275e+00  5.000000000000002e-01       30
