------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
59          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.845488323245023e-01  2.000195662801704e+01  4.500000000000000e+00        1
 1.724086206450000e+00  5.553245784629671e-03 -5.184231561747899e-03  1.335181437779476e-01  1.934626582445101e+01  4.508281422306964e+00        2
 3.448172412900000e+00  1.108554277061195e-02 -1.056627063996430e-02  8.254925986890649e-02  1.869032532708607e+01  4.516664633031211e+00        2
 5.172258619350000e+00  1.050704449088054e-02 -7.364905215710899e-02  4.960887929671304e-02  1.796154878265680e+01  4.554739674247084e+00        3
 6.896344825800000e+00  9.943398785601269e-03 -1.369949334118108e-01  1.739812624723684e-02  1.723232825184955e+01  4.592991627969188e+00        3
 8.620381034099999e+00  1.153853939999834e-02 -2.385796082851613e-01  9.123712687775146e-02  1.643859699438706e+01  4.656956089093364e+00        4
 1.034441724240000e+01  1.320195114741547e-02 -3.403677303057950e-01  1.667195610562771e-01  1.564428615760817e+01  4.720420407595599e+00        4
 1.206850344885000e+01  2.149606651807970e-02 -4.619180767631902e-01  4.018183728783118e-01  1.479366215880383e+01  4.735311521458392e+00        5
 1.379258965530000e+01  3.008342163523285e-02 -5.828080696632159e-01  6.380690596274647e-01  1.393986088413186e+01  4.750000000000000e+00        5
 1.551667586175000e+01  5.992692152827858e-02 -6.558308447430488e-01  9.578159998951403e-01  1.285574759806324e+01  4.750000000000000e+00        6
 1.724076206820000e+01  9.005754149986167e-02 -7.277136800935783e-01  1.273224581140817e+00  1.176656159986278e+01  4.750000000000000e+00        6
 1.896484827465000e+01  1.367663981136938e-01 -7.337766999628527e-01  1.338137471273209e+00  1.038447855813926e+01  4.750000000000000e+00        7
 2.068893448110000e+01  1.832899054294995e-01 -7.397613265726255e-01  1.396814868762699e+00  9.004885878096148e+00  4.750000000000000e+00        7
 2.241297068940000e+01  2.209300123131445e-01 -7.419891268838524e-01  1.156681959059047e+00  7.744672854594586e+00  4.750000000000000e+00        8
 2.413700689770000e+01  2.580993451491694e-01 -7.441863064213768e-01  9.136853700689225e-01  6.497506303733757e+00  4.750000000000000e+00        8
 2.586109310415000e+01  2.759594172119474e-01 -7.451275384037268e-01  5.532185534346743e-01  5.785447369053935e+00  4.750000000000000e+00        9
 2.758517931060000e+01  2.931791173650075e-01 -7.460743135327785e-01  1.945502008581643e-01  5.091609091409708e+00  4.750000000000000e+00        9
 2.930926551705000e+01  2.875096019740479e-01 -7.472192208373989e-01 -9.983452084535852e-02  5.049043207061187e+00  4.750000000000000e+00       10
 3.103335172350000e+01  2.814773116484739e-01 -7.486501729937698e-01 -3.898591003601087e-01  5.007841059235339e+00  4.750000000000000e+00       10
