------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
59          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -3.289348368362970e-01  2.000195662801704e+01  4.500000000000000e+00        1
 1.724086206450000e+00 -9.897917518373826e-03 -3.125523003983174e-02 -7.574985762179315e-01  1.878699937843538e+01  4.506209484820286e+00        1
 3.448172412900000e+00 -1.979583503674765e-02 -6.251046007966349e-02 -1.186062315599566e+00  1.757204212885372e+01  4.512418969640573e+00        2
 5.172258619350000e+00 -8.127088505539824e-02 -2.917534598270033e-01 -1.287038698251841e+00  1.644718994481210e+01  4.520274157567210e+00        2
 6.896344825800000e+00 -1.427489178531790e-01 -5.210079094894291e-01 -1.387996136060082e+00  1.532234297167492e+01  4.528129440667205e+00        3
 8.620381034099999e+00 -1.647996690800170e-01 -6.561678704046852e-01 -7.679580628111409e-01  1.430388285227534e+01  4.537626123335261e+00        3
 1.034441724240000e+01 -1.868458598452201e-01 -7.913169479069107e-01 -1.478365902616978e-01  1.328543503517800e+01  4.547122995895112e+00        4
 1.206850344885000e+01 -1.736956260891352e-01 -7.904288423038351e-01  1.339445958202374e-01  1.238955826018290e+01  4.558900422159116e+00        4
 1.379258965530000e+01 -1.605372428950965e-01 -7.895092380925786e-01  4.156474392955146e-01  1.149370987181132e+01  4.570678376392911e+00        5
 1.551667586175000e+01 -1.486760870743795e-01 -7.879100060559276e-01  3.126802215500589e-01  1.068206618871858e+01  4.584771338918855e+00        5
 1.724076206820000e+01 -1.368153066656177e-01 -7.863105773379424e-01  2.096016819632920e-01  9.870446874101026e+00  4.598864971398122e+00        6
 1.896484827465000e+01 -1.360601717017525e-01 -8.554960734566259e-01  1.830186987507196e-01  9.097641362381735e+00  4.615210213252076e+00        6
 2.068893448110000e+01 -1.353088932904489e-01 -9.247061503873438e-01  1.564622794272386e-01  8.324849329165042e+00  4.631556237001143e+00        7
 2.241297068940000e+01 -1.266480794796226e-01 -9.432504096992240e-01  2.117081139615367e-01  7.659270587252808e+00  4.657176219889291e+00        7
 2.413700689770000e+01 -1.179840611599129e-01 -9.617741428770715e-01  2.669870898683677e-01  6.993735273072453e+00  4.682799960257509e+00        8
 2.586109310415000e+01 -1.105781937264576e-01 -9.702868144101711e-01  2.347911501727261e-01  6.505437333167982e+00  4.707235413153517e+00        8
 2.758517931060000e+01 -1.031729820049992e-01 -9.787942692281861e-01  2.025496293384613e-01  6.017231755890680e+00  4.731670246484772e+00        9
 2.930926551705000e+01 -9.838799079535430e-02 -9.805229476578448e-01  1.776930043937420e-01  5.730374692971026e+00  4.735986028441200e+00        9
 3.103335172350000e+01 -9.360451658554406e-02 -9.822477014549721e-01  1.528406549997988e-01  5.443634202554182e+00  4.740290162294932e+00       10
