                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.265187       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  1.15374197677011e-03
 9.77030929716293e-01  2.67701158908470e-03
 9.52985037882014e-01  4.02806656404963e-03
 9.28982906006198e-01  5.14835999597038e-03
 9.05016377684041e-01  6.00645368745171e-03
 8.81135088140666e-01  5.93868725488461e-03
 8.57391542642325e-01  5.08851035196905e-03
 8.33832232480515e-01  3.51505382972939e-03
 8.10496020616285e-01  1.27942460957620e-03
 7.87421883341651e-01 -1.57951481089730e-03
 7.64644201782924e-01 -5.02486753746183e-03
 7.42180152518570e-01 -8.94074987425840e-03
 7.20053254585780e-01 -1.33124634876444e-02
 6.98267218252430e-01 -1.82164535235602e-02
 6.76834269881365e-01 -2.34167450194440e-02
 6.55777774516938e-01 -2.88437648806777e-02
 6.35094193287829e-01 -3.44188676792135e-02
 6.14778277608884e-01 -4.00633214502380e-02
 5.94823929337660e-01 -4.57035083105926e-02
 5.75222477015603e-01 -5.12594723302033e-02
 5.55962414194475e-01 -5.66435971641393e-02
 5.37043207068621e-01 -6.18153634881734e-02
 5.18464048432647e-01 -6.67323525688871e-02
 5.00225134578652e-01 -7.13563326150069e-02
 4.82317164824197e-01 -7.56066114129718e-02
 4.64737879427709e-01 -7.94294219498087e-02
 4.47496216218972e-01 -8.28166798651097e-02
 4.30600382548883e-01 -8.57580280954930e-02
 4.14062839685003e-01 -8.82665944352506e-02
 3.97894860106151e-01 -9.03607240858694e-02
 3.82108704123625e-01 -9.20746911293774e-02
 3.66712288428433e-01 -9.34264071468806e-02
 3.51711651676056e-01 -9.44227837688342e-02
 3.37114038126169e-01 -9.51135705345960e-02
 3.22922477362728e-01 -9.55049645706769e-02
 3.09139544103012e-01 -9.55551980556726e-02
 2.95766163811245e-01 -9.54501081596586e-02
 2.82801972968425e-01 -9.50764252432317e-02
 2.70245117693833e-01 -9.44902789131171e-02
 2.58092065982646e-01 -9.37266728116578e-02
 2.46338293425412e-01 -9.28049789888832e-02
 2.34980462789710e-01 -9.17256630697409e-02
 2.24011831812186e-01 -9.05177670995273e-02
 2.13425490063055e-01 -8.91977619068343e-02
 2.03214997740531e-01 -8.77748350489913e-02
 1.93374349490400e-01 -8.62513574394359e-02
 1.83896086794670e-01 -8.46383575532115e-02
 1.74771036466460e-01 -8.29565770057290e-02
 1.65989676585236e-01 -8.12208218157836e-02
 1.57545400256477e-01 -7.94304935429382e-02
 1.49429330538640e-01 -7.75931321238846e-02
 1.41629772393307e-01 -7.57298701862715e-02
 1.34137780640013e-01 -7.38479441614114e-02
 1.26946886534908e-01 -7.19440186300761e-02
 1.20046851835211e-01 -7.00277308518045e-02
 1.13428343750790e-01 -6.81059299568828e-02
 1.07084965807485e-01 -6.61743766582080e-02
 1.01006620705759e-01 -6.42431396207680e-02
 9.51841285030156e-02 -6.23176124330869e-02
 8.96088406472710e-02 -6.04015105631865e-02
 8.42723295649601e-02 -5.84979840328689e-02
 7.91671941913880e-02 -5.66078003578816e-02
 7.42850459958251e-02 -5.47341624585099e-02
 6.96178199728160e-02 -5.28793744779235e-02
 6.51575253698054e-02 -5.10459030012758e-02
 6.08958979369188e-02 -4.92377453034216e-02
 5.68267616236321e-02 -4.74535031170739e-02
 5.29441466046698e-02 -4.56915540913805e-02
 4.92426429622807e-02 -4.39495998103174e-02
 4.57155319110075e-02 -4.22296017425209e-02
 4.23558676153468e-02 -4.05332283193825e-02
 3.91569537509085e-02 -3.88618426750483e-02
 3.61144524691283e-02 -3.72129864219084e-02
 3.32221721549418e-02 -3.55883841884407e-02
 3.04742613371554e-02 -3.39885578279661e-02
 2.78659804625194e-02 -3.24124705380519e-02
 2.53954040889313e-02 -3.08555366238861e-02
 2.30524296168528e-02 -2.93260982879653e-02
 2.08339504169438e-02 -2.78220379671550e-02
 1.87410210510678e-02 -2.63348287072040e-02
 1.67724650870420e-02 -2.48616837561293e-02
 1.49109736898443e-02 -2.34199738286898e-02
 1.31573888016572e-02 -2.20038342364221e-02
 1.15206431058124e-02 -2.05970439538709e-02
 1.00105847717377e-02 -1.91867637280355e-02
 8.60111753701482e-03 -1.77993404695530e-02
 7.25331362615910e-03 -1.64677524703270e-02
 5.99533411038850e-03 -1.51636383516290e-02
 4.88548834180773e-03 -1.38307203652058e-02
 3.93840964529755e-03 -1.24645494489116e-02
 3.13070025477395e-03 -1.10924469319062e-02
 2.48348584106444e-03 -9.71462384534489e-03
 1.98323286107617e-03 -8.34777451636127e-03
 1.61471044583783e-03 -7.00171982863561e-03
 1.29497164000353e-03 -5.70441836297181e-03
 1.00803971699760e-03 -4.46032704002535e-03
 7.39444460722511e-04 -3.26916595720141e-03
 4.84764694050369e-04 -2.12940803074392e-03
 2.38687208941549e-04 -1.03975269613252e-03
 0.00000000000000e+00  0.00000000000000e+00
 2.40618363703126e-04  1.04086149033275e-03
 4.68171390854632e-04  2.13108519080824e-03
 6.94238710281794e-04  3.27280536690784e-03
 9.23966453324220e-04  4.46779888415684e-03
 1.16369782063893e-03  5.71678841422904e-03
 1.42626475379696e-03  7.01879785031180e-03
 1.73199328976112e-03  8.37479964564724e-03
 2.09943657267143e-03  9.77702541436462e-03
 2.60097609075072e-03  1.12029954046858e-02
 3.22258359969925e-03  1.26596948871144e-02
 3.93931688289768e-03  1.41495814451472e-02
 4.77921158712054e-03  1.56565005946869e-02
 5.73816536162671e-03  1.71817576341356e-02
 6.79007358874700e-03  1.87431053700716e-02
 7.89169879807222e-03  2.03710036356103e-02
 9.09597884283886e-03  2.20324605895725e-02
 1.04129937027123e-02  2.37217626049412e-02
 1.18456690702843e-02  2.54396882236245e-02
 1.33825337631008e-02  2.71974466488162e-02
 1.50257947735875e-02  2.89966834338169e-02
 1.67872459992792e-02  3.08304477267047e-02
 1.86772788779613e-02  3.26935365800024e-02
 2.06908207536593e-02  3.45942048590644e-02
 2.28349484233005e-02  3.65295972124375e-02
 2.51165524133263e-02  3.84976698927622e-02
 2.75415910824099e-02  4.04995932716829e-02
 3.01075837066769e-02  4.25581674444284e-02
 3.28241611902666e-02  4.46513059534376e-02
 3.56982018282020e-02  4.67774594652998e-02
 3.87332308668553e-02  4.89394443135883e-02
 4.19371209435544e-02  5.11323389227173e-02
 4.53162692900301e-02  5.33547445208205e-02
 4.88776292859205e-02  5.56058432402914e-02
 5.26290695201837e-02  5.78835727938104e-02
 5.65728672697101e-02  6.01947623783593e-02
 6.07172226523037e-02  6.25357615999667e-02
 6.50704362914944e-02  6.49028162826501e-02
 6.96404578614149e-02  6.72921597182546e-02
 7.44355164527097e-02  6.96990746703647e-02
 7.94638217507571e-02  7.21207636725598e-02
 8.47336148287860e-02  7.45552781023879e-02
 9.02531981956176e-02  7.70007488036780e-02
 9.60323611911982e-02  7.94499925895884e-02
 1.02075790994724e-01  8.19048000675275e-02
 1.08391148885146e-01  8.43621901847116e-02
 1.14989058949213e-01  8.68122522585955e-02
 1.21882846160581e-01  8.92376313132593e-02
 1.29078140780312e-01  9.16414480886716e-02
 1.36588579030652e-01  9.39999197667043e-02
 1.44417283985756e-01  9.63270604219540e-02
 1.52568154314751e-01  9.86330489114082e-02
 1.61053394408140e-01  1.00892444954375e-01
 1.69902829688454e-01  1.03009344822857e-01
 1.79089441221965e-01  1.05126834747204e-01
 1.88640813022861e-01  1.07144842328737e-01
 1.98566467056889e-01  1.09040318218727e-01
 2.08871197852976e-01  1.10808899076854e-01
 2.19557370269689e-01  1.12464775800701e-01
 2.30628541673347e-01  1.14013610296491e-01
 2.42103064582695e-01  1.15349458838632e-01
 2.53982573496622e-01  1.16458178910965e-01
 2.66266790733271e-01  1.17345255924784e-01
 2.78957382589856e-01  1.18007493584498e-01
 2.92055285907447e-01  1.18496174161054e-01
 3.05563563498153e-01  1.18655588264155e-01
 3.19482328187015e-01  1.18656471645521e-01
 3.33807878398781e-01  1.18405234641934e-01
 3.48538510845559e-01  1.17800220770084e-01
 3.63674448515881e-01  1.16978759366103e-01
 3.79210767978410e-01  1.15862478316831e-01
 3.95144509761817e-01  1.14460192529677e-01
 4.11473090105085e-01  1.12781913837304e-01
 4.28201604895909e-01  1.10909254110660e-01
 4.45308974146532e-01  1.08694333068795e-01
 4.62808025969040e-01  1.06280914460592e-01
 4.80662458448040e-01  1.03556113061997e-01
 4.98878440245128e-01  1.00613991669570e-01
 5.17479568053216e-01  9.75120620444990e-02
 5.36437211196768e-01  9.41351456984055e-02
 5.55754515210051e-01  9.05529868720306e-02
 5.75424476777250e-01  8.67760111078310e-02
 5.95433138744956e-01  8.27920030124067e-02
 6.15770427906417e-01  7.86134270389591e-02
 6.36424301244981e-01  7.42439573580818e-02
 6.57395243511495e-01  6.97562922656954e-02
 6.78669162927082e-01  6.51550658903181e-02
 7.00230136175936e-01  6.04420592853229e-02
 7.22075081683219e-01  5.56841400023663e-02
 7.44179180990321e-01  5.08513153914690e-02
 7.66539205184093e-01  4.60194010853341e-02
 7.89136625470636e-01  4.11975515888815e-02
 8.11954956488583e-01  3.64098969172442e-02
 8.34977903758503e-01  3.16841657701541e-02
 8.58179670472722e-01  2.70049482380108e-02
 8.81540735063517e-01  2.23917865551612e-02
 9.05042235053115e-01  1.78708561253711e-02
 9.28662005950394e-01  1.34570874792865e-02
 9.52378979719052e-01  9.23083444997154e-03
 9.76166361417647e-01  5.12490617477440e-03
 1.00000000000000e+00  1.18896162798586e-03
