                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.235110       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  3.60314712027630e-03
 9.81792463863858e-01  3.68396165070822e-03
 9.57325298549895e-01  4.00652450568307e-03
 9.32851349690966e-01  4.50140377131883e-03
 9.08390593440062e-01  5.62461710967650e-03
 8.84003987717802e-01  5.65785015774623e-03
 8.59760422603814e-01  4.76528602962825e-03
 8.35715365456044e-01  3.02648572909353e-03
 8.11919378017323e-01  4.99301404507871e-04
 7.88424711024566e-01 -2.80517288004658e-03
 7.65284502377213e-01 -6.88268456537808e-03
 7.42528618150380e-01 -1.16383385060135e-02
 7.20170207199115e-01 -1.69610590115333e-02
 6.98225979132372e-01 -2.27799339033545e-02
 6.76701802230186e-01 -2.89488219251527e-02
 6.55569270819679e-01 -3.53595633057262e-02
 6.34817214930331e-01 -4.19029366058066e-02
 6.14429652950411e-01 -4.84669176426961e-02
 5.94392655266898e-01 -5.49583221666357e-02
 5.74693746343751e-01 -6.12946390372342e-02
 5.55319906520399e-01 -6.73943801123425e-02
 5.36266423649037e-01 -7.32038660470241e-02
 5.17529426772050e-01 -7.86696819756247e-02
 4.99110694154341e-01 -8.37595488325065e-02
 4.81009436557911e-01 -8.84292565882595e-02
 4.63227769844078e-01 -9.26413621428095e-02
 4.45775471289604e-01 -9.63848111125852e-02
 4.28665350645688e-01 -9.96679092807105e-02
 4.11910658663890e-01 -1.02501190899033e-01
 3.95522878525472e-01 -1.04898832971681e-01
 3.79514997441202e-01 -1.06887994307145e-01
 3.63894688517384e-01 -1.08473482685687e-01
 3.48670859727352e-01 -1.09679730496384e-01
 3.33851013986921e-01 -1.10537738263309e-01
 3.19440269963118e-01 -1.11071128157612e-01
 3.05441804578859e-01 -1.11279329503878e-01
 2.91858115739494e-01 -1.11213080295599e-01
 2.78690240825652e-01 -1.10886839352143e-01
 2.65936786919559e-01 -1.10315826548798e-01
 2.53596317814261e-01 -1.09526335884588e-01
 2.41665499284347e-01 -1.08535109679156e-01
 2.30140386683449e-01 -1.07362998538535e-01
 2.19016596749895e-01 -1.06022937557925e-01
 2.08289216589066e-01 -1.04524268440385e-01
 1.97950392631913e-01 -1.02895635545908e-01
 1.87996357809077e-01 -1.01133594306903e-01
 1.78417114019657e-01 -9.92675975631920e-02
 1.69206179110953e-01 -9.73044826854544e-02
 1.60355208168753e-01 -9.52559598160243e-02
 1.51855528787218e-01 -9.31344524284442e-02
 1.43698082344993e-01 -9.09509779020534e-02
 1.35871963966506e-01 -8.87228264450529e-02
 1.28369400102873e-01 -8.64550072636673e-02
 1.21182012576431e-01 -8.41529034160192e-02
 1.14299207500262e-01 -8.18274382878819e-02
 1.07710971247214e-01 -7.94877199892205e-02
 1.01410135276055e-01 -7.71336981690289e-02
 9.53848846116872e-02 -7.47794343967761e-02
 8.96253226517086e-02 -7.24315410902972e-02
 8.41236117646990e-02 -7.00916899065152e-02
 7.88715930513853e-02 -6.77617657550774e-02
 7.38580044835223e-02 -6.54514692405788e-02
 6.90754291477558e-02 -6.31619811674711e-02
 6.45169667556860e-02 -6.08930910500815e-02
 6.01739635633561e-02 -5.86478769240005e-02
 5.60359997762564e-02 -5.64334723983814e-02
 5.20952492621394e-02 -5.42522355996472e-02
 4.83457852370513e-02 -5.21027952722159e-02
 4.47809105554047e-02 -4.99851154661964e-02
 4.13933013064691e-02 -4.79007210547725e-02
 3.81782546000621e-02 -4.58478548562908e-02
 3.51280806804902e-02 -4.38290890704905e-02
 3.22377768503450e-02 -4.18430508716229e-02
 2.95030035302826e-02 -3.98875662299832e-02
 2.69145144446823e-02 -3.79684361327222e-02
 2.44710046627918e-02 -3.60805170087605e-02
 2.21656612497319e-02 -3.42252566632055e-02
 1.99886678355070e-02 -3.24086908008353e-02
 1.79367117993126e-02 -3.06288807793117e-02
 1.60192501234850e-02 -2.88709708780509e-02
 1.42320907910161e-02 -2.71347963725743e-02
 1.25638623769641e-02 -2.54286559508417e-02
 1.10083162859103e-02 -2.37551564384922e-02
 9.57478655883564e-03 -2.21034078092555e-02
 8.26325667490952e-03 -2.04712595324254e-02
 7.05470977247731e-03 -1.88716127782142e-02
 5.87270907376003e-03 -1.73584545777071e-02
 4.79397313197034e-03 -1.58705110507240e-02
 3.86562259716868e-03 -1.43787805035222e-02
 3.08990628511116e-03 -1.28853749365039e-02
 2.44054055971646e-03 -1.14098652343568e-02
 1.93033109617053e-03 -9.95662644409843e-03
 1.53354289918386e-03 -8.53695800308249e-03
 1.24372368966066e-03 -7.15716877139656e-03
 9.96452739641446e-04 -5.82957691972573e-03
 7.72827616041745e-04 -4.55853912652746e-03
 5.65361329599070e-04 -3.34169471471675e-03
 3.70130874410305e-04 -2.17736126761564e-03
 1.82344536549916e-04 -1.06398189894626e-03
 0.00000000000000e+00  0.00000000000000e+00
 1.73337538031423e-04  1.06581372802519e-03
 3.37985459794067e-04  2.18059691612403e-03
 4.98618716379154e-04  3.34715712617740e-03
 6.62777526906750e-04  4.56685607694635e-03
 8.32046116920979e-04  5.84169663183965e-03
 1.01724633751400e-03  7.17202278258032e-03
 1.23689822371705e-03  8.55900765028007e-03
 1.50175900170534e-03  1.00009680212101e-02
 1.86357857898221e-03  1.14854902126165e-02
 2.33345764779830e-03  1.30158861331636e-02
 2.87519351401837e-03  1.45953928667993e-02
 3.51667048974932e-03  1.62154001432629e-02
 4.27988348470829e-03  1.78695530599990e-02
 5.12744247975967e-03  1.95712658748893e-02
 6.05543324924337e-03  2.13276691853243e-02
 7.07226285268712e-03  2.31348575380093e-02
 8.21673667730277e-03  2.49728631818614e-02
 9.48060241480196e-03  2.68464032627710e-02
 1.08543226750191e-02  2.87649189484273e-02
 1.23244206133564e-02  3.07400147094906e-02
 1.39211000158447e-02  3.27529139127974e-02
 1.56474145521036e-02  3.48037047457786e-02
 1.75038938651410e-02  3.68959123324643e-02
 1.94893257027408e-02  3.90342461788636e-02
 2.16189885178592e-02  4.12083864584333e-02
 2.38971266162444e-02  4.34191549181652e-02
 2.63298782454219e-02  4.56700394923528e-02
 2.89257487354013e-02  4.79514390613312e-02
 3.16886182347608e-02  5.02629800566214e-02
 3.46173273918417e-02  5.26122008378095e-02
 3.77199347935000e-02  5.49952257747135e-02
 4.10057827076078e-02  5.74073508918322e-02
 4.44803197097935e-02  5.98486222620543e-02
 4.81519036720622e-02  6.23145826652021e-02
 5.20272575944147e-02  6.48040952898582e-02
 5.61135933435753e-02  6.73148739912553e-02
 6.04175764048551e-02  6.98454903982168e-02
 6.49447543805103e-02  7.23960835322730e-02
 6.97051310784447e-02  7.49588605558549e-02
 7.47070623926981e-02  7.75299116633809e-02
 7.99588092715719e-02  8.01057208511895e-02
 8.54685720560099e-02  8.26828378777607e-02
 9.12447095928193e-02  8.52566962881046e-02
 9.72952789599528e-02  8.78214629992982e-02
 1.03629204006456e-01  9.03702057585484e-02
 1.10255626178120e-01  9.28956709815376e-02
 1.17183604187062e-01  9.53902656966867e-02
 1.24420663879969e-01  9.78503173554790e-02
 1.31976486833755e-01  1.00264615478630e-01
 1.39859218628959e-01  1.02626275898262e-01
 1.48077407278699e-01  1.04925625071394e-01
 1.56639189524740e-01  1.07152140630825e-01
 1.65555660681447e-01  1.09281707971036e-01
 1.74828138283901e-01  1.11333864058520e-01
 1.84468311994922e-01  1.13276789820855e-01
 1.94483571924179e-01  1.15095558930485e-01
 2.04880066599153e-01  1.16777480689935e-01
 2.15662392861502e-01  1.18316778207990e-01
 2.26834745268420e-01  1.19710493620252e-01
 2.38404672896398e-01  1.20923498867674e-01
 2.50375829075054e-01  1.21940647135938e-01
 2.62750489099944e-01  1.22756812689125e-01
 2.75531158554882e-01  1.23354541726557e-01
 2.88719729108743e-01  1.23731023340417e-01
 3.02316992137216e-01  1.23856152294198e-01
 3.16323271812091e-01  1.23789914963654e-01
 3.30737303396919e-01  1.23440587486853e-01
 3.45558451630063e-01  1.22831800347806e-01
 3.60785054814754e-01  1.21970618775811e-01
 3.76415344195314e-01  1.20850792583178e-01
 3.92446478003502e-01  1.19467607002684e-01
 4.08876876533467e-01  1.17834855514106e-01
 4.25704013273580e-01  1.15961770178095e-01
 4.42920614188269e-01  1.13818627632031e-01
 4.60525998554691e-01  1.11441158014052e-01
 4.78507273391163e-01  1.08811404149913e-01
 4.96858819997022e-01  1.05939759485733e-01
 5.15586017320407e-01  1.02860620165271e-01
 5.34676547142822e-01  9.95511673393338e-02
 5.54124962110004e-01  9.60322933933489e-02
 5.73921897969966e-01  9.23060218212864e-02
 5.94057435802920e-01  8.83799550010233e-02
 6.14521748299133e-01  8.42666847562542e-02
 6.35302199183400e-01  7.99684152782273e-02
 6.56393222983086e-01  7.55274253069597e-02
 6.77781596147545e-01  7.09527173128226e-02
 6.99456199621475e-01  6.62689883779759e-02
 7.21404126481948e-01  6.14948609921663e-02
 7.43607710857342e-01  5.66339817251049e-02
 7.66058949073944e-01  5.17370977041893e-02
 7.88739159181618e-01  4.68104576221943e-02
 8.11631524492712e-01  4.18731605440337e-02
 8.34720023852418e-01  3.69522062451364e-02
 8.57981592968289e-01  3.20449665023529e-02
 8.81396467324062e-01  2.71669558412971e-02
 9.04946281209026e-01  2.23448357464646e-02
 9.28607004487530e-01  1.75780572105023e-02
